Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id
480109100,13490,597894,LasCondes,CercanoaFranciscoBilbaoconVespucio,3,2.0,171.0,371.0,,11883021
426724100,11990,531412,Ñuñoa,CercanoaSucreconPedrodeValdivia,7,4.0,335.0,182.0,4.0,11882950
419962000,11800,522991,LaReina,CercanoaJoseArrietaconAmericoVespucio,4,2.0,104.0,420.0,2.0,11882904
302515000,8500,376731,LaFlorida,oeste,5,3.0,148.0,272.0,4.0,11410456
277602000,7800,345706,Peñalolén,CercanoaTobalabaconElValle,4,3.0,116.0,236.0,3.0,11882670
494701000,13900,616066,Talagante,CondominioElHaras,4,5.0,5000.0,5000.0,,11882035
100648520,2828,125341,SanJoaquín,juanrivadeneira,7,3.0,90.0,223.0,,11410539
10677000,300,13296,PadreHurtado,Ventacesionderechosdecasaalmejorpreciomercadopadrehurtado,3,3.0,100.0,237.0,,11881662
408929100,11490,509252,Colina,ChamiseroAvElValle,3,3.0,140.0,460.0,5.0,11881114
90000000,2529,112080,PuenteAlto,SanGuillermo,2,1.0,60.0,80.0,2.0,11880920
125000000,3512,155666,Lampa,avlasflores,3,3.0,100.0,258.0,5.0,8030451
75806700,2130,94404,PadreHurtado,Valledelaluna,3,2.0,70.0,80.0,1.0,10711635
191830100,5390,238892,PuenteAlto,poniente,3,2.0,178.0,178.0,2.0,11410482
328068620,9218,408554,Talagante,eloliveto1397,4,4.0,280.0,5070.0,8.0,8030169
160902390,4521,200377,Maipú,Avenidaalfredosilvacarvallo,4,2.0,110.0,170.0,3.0,8030210
300000000,8429,373599,Recoleta,Azufre454,3,1.0,64.0,390.0,8.0,9880524
85000000,2388,105853,PuenteAlto,PuntaBlanca,2,1.0,45.0,60.0,1.0,8284994
229555500,6450,285872,Santiago,FernandoScotto042EstacionCentral,7,2.0,86.0,103.0,,10796510
338460900,9510,421496,Santiago,Roditex,1,1.0,,918.0,4.0,11839401
300000000,8429,373599,Quilicura,AvenidalasTorres,3,2.0,120.0,263.0,1.0,9848003
105000000,2950,130760,LoPrado,Elmonte,6,3.0,90.0,100.0,,11432091
83000000,2332,103362,PadreHurtado,Elpellín,2,1.0,,,1.0,11837803
157236620,4418,195811,Maipú,Millahue,4,3.0,108.0,124.0,2.0,10720839
240944300,6770,300055,LaFlorida,CalleCuatro,6,1.0,,512.0,8.0,8563053
448434000,12600,558448,LasCondes,AlonsodeCamargo6410,3,2.0,120.0,350.0,2.0,11833210
155000000,4355,193026,SanBernardo,Cam.PadreHurtado18934,3,3.0,100.0,200.0,3.0,10431942
270484000,7600,336842,Huechuraba,SantaRosa,4,3.0,160.0,210.0,2.0,11436346
782980000,22000,975068,LasCondes,SanCarlosdeApoquindo,6,5.0,210.0,700.0,2.0,11830197
889750000,25000,1108032,Colina,Chicureo,5,5.0,400.0,5000.0,12.0,11830089
800775000,22500,997229,Colina,Lareserva,4,4.0,285.0,800.0,2.0,11830003
140000000,3934,174346,EstaciónCentral,Lasrejas,3,1.0,122.0,180.0,2.0,11829980
320310000,9000,398892,Huechuraba,AvenidalosDátiles,3,4.0,139.0,230.0,1.0,8967856
218878500,6150,272576,LaCisterna,GranAvenida,4,3.0,130.0,180.0,2.0,11829859
242012000,6800,301385,Quilicura,ValleLoCampino,3,3.0,111.0,242.0,2.0,10084440
90000000,2529,112080,PuenteAlto,angelpimentel02131puentealto,3,2.0,50.0,110.0,2.0,11829348
1063073300,29870,1323877,LoBarnechea,CaminodelMichai-CaminodelYunque,4,4.0,2080.0,369.0,3.0,11828708
1633581000,45900,2034347,LoBarnechea,PaseodelAguila-PaseodelSantuario,4,,500.0,1080.0,5.0,11828623
120000000,3372,149440,Renca,Av.Miraflores/FlordeMayo,3,2.0,63.0,113.0,,11828501
530291000,14900,660387,Colina,Lopinto,3,4.0,197.0,4800.0,3.0,11828477
138445100,3890,172410,PuenteAlto,Avenidasanjosedelaestrella5544,3,2.0,93.0,163.0,1.0,11827797
272000000,7643,338730,QuintaNormal,VentaCasa5DormitoriosQuintaNormal,5,5.0,209.0,400.0,,11827759
234894000,6600,292521,LaCisterna,VentadeCasaRemodeladademasde300m2enlaCisterna,3,3.0,180.0,329.0,3.0,11827647
162000000,4552,201743,Cerrillos,Casaencondominioconpiscina,3,2.0,92.0,170.0,2.0,11827605
160155000,4500,199446,Quilicura,Av.ValleLoCampinoNorte/LasTorresSur,3,3.0,92.0,128.0,1.0,11827309
122571960,3444,152643,Recoleta,Colegiomariateresacancinoaguilarmetrolinea2,3,1.0,100.0,146.0,,7846615
132000000,3709,164384,LoPrado,Hermosacasade4habitacionesenLoPrado,4,1.0,90.0,160.0,3.0,11826720
329207500,9250,409972,Santiago,AvenidaLosPozos,4,4.0,160.0,,3.0,11825647
85000000,2388,105853,SanBernardo,PedroNolascoconIncahuasi,7,3.0,100.0,130.0,1.0,11825147
590000000,16578,734745,Peñalolén,QuilínSurCondominioPiedemonte,4,3.0,198.0,837.0,5.0,11825038
105000000,2950,130760,Maipú,Alcazarponiente,4,2.0,80.0,90.0,2.0,10735676
601471000,16900,749030,Providencia,ElBelloto,4,2.0,126.0,437.0,3.0,7215270
316751000,8900,394460,PadreHurtado,Avda.Laguna3315,5,3.0,225.0,340.0,3.0,11823430
373695000,10500,465374,LaCisterna,Paradero22DeGranAvenida,4,3.0,200.0,489.0,5.0,11823365
50000000,1405,62267,ElBosque,AmediacuadradeLasParcelas,5,2.0,,,,11822792
743831000,20900,926315,Colina,240m2en4800deterreno4D4Bestarmasservicios,4,4.0,240.0,4800.0,3.0,11822123
186954270,5253,232820,Cerrillos,mataveri,3,2.0,139.0,149.0,2.0,8029953
515699100,14490,642216,Colina,4D4B,4,4.0,264.0,5017.0,2.0,11822004
147698500,4150,183933,Maipú,SeVendeCasaenVillaPortaldelValleenMaipu,4,1.0,119.0,156.0,1.0,11820708
100000000,2810,124533,Ñuñoa,LosCarpinteros-PasajeOnce,3,1.0,121.0,98.0,,11819253
95000000,2669,118306,Renca,Rivera-DosSur-PlazaRenca,3,2.0,125.0,165.0,2.0,11819237
158375500,4450,197230,Quilicura,LoOvalle315,4,3.0,114.0,178.0,,11819060
60000000,1686,74720,Ñuñoa,LosEstucadores-PasajeOnce,1,1.0,60.0,81.0,,11819126
105000000,2950,130760,Peñalolén,Llanura/Apalaches,8,2.0,139.0,162.0,2.0,11818083
115000000,3231,143213,LaFlorida,AvSanJosédelaEstrella/SanPedro,2,2.0,128.0,143.0,,11818063
81857000,2300,101939,PuenteAlto,Chayavientosconluismattelarrain,3,1.0,96.0,170.0,,11817900
234894000,6600,292521,Ñuñoa,montenegro80,3,2.0,139.0,139.0,1.0,11817852
316751000,8900,394460,Santiago,pupuya,3,2.0,5000.0,5000.0,,11817751
370136000,10400,460941,SanMiguel,ComandanteWhiteside,6,2.0,429.0,429.0,2.0,11817684
749000000,21045,932752,Recoleta,PatriaVieja,5,2.0,876.0,876.0,6.0,11817344
197275370,5543,245673,Cerrillos,Eltepual,5,2.0,150.0,150.0,3.0,8566108
199304000,5600,248199,PuenteAlto,PasajeParqueCentral,4,3.0,209.0,209.0,2.0,11817312
150296570,4223,187169,Maipú,LosTulipanes512,4,3.0,80.0,80.0,1.0,11817283
266569100,7490,331967,Quilicura,CondominioFundadoreseLoCampino,4,2.0,130.0,252.0,4.0,11816832
125000000,3512,155666,PuenteAlto,Sancarlos,3,2.0,54.0,141.0,,11816197
185000000,5198,230386,Maipú,renacerconlautaro,3,3.0,95.0,142.0,,11816121
300000000,8429,373599,LaFlorida,calleSantaJuliaconAvenidaPerú,4,3.0,250.0,476.0,,11816104
183500000,5156,228518,Maipú,luisgandarillasconBailen,3,2.0,85.0,223.0,3.0,11816089
577696880,16232,719423,LasCondes,EntrecalleabuquendoycalleErrazuriz,8,3.0,228.0,350.0,10.0,7818796
331485260,9314,412809,PadreHurtado,LagunadelSolLasVertientes,3,4.0,180.0,200.0,3.0,10665692
77230300,2170,96177,PadreHurtado,VillaParquedelSolII,3,2.0,75.0,100.0,1.0,9436362
140000000,3934,174346,PuenteAlto,Casade2pisoscon3d+1bcercaamallplazatobalaba,3,1.0,128.0,127.0,,11813774
208201500,5850,259280,Ñuñoa,Eduardocastillovelazco/exequielfernandez,2,2.0,54.0,58.0,,11813661
65000000,1826,80946,LoEspejo,Veintisietesurloespejo,3,1.0,,,,11813090
676210000,19000,842105,Vitacura,LuisPasteurconManquehue,5,3.0,183.0,270.0,4.0,11811975
85593950,2405,106593,PuenteAlto,CerroGordo/AvenidaMéxicoYLasNieves/PuenteAlto,4,1.0,100.0,130.0,3.0,11811832
231335000,6500,288088,Huechuraba,AvdaLosLibertadores,4,3.0,125.0,162.0,3.0,11811144
100000000,2810,124533,Pudahuel,PasajeCeti8642estrellasurPudahuel,2,1.0,6388.0,70.0,1.0,11810219
81607870,2293,101629,Quilicura,VillaLosPrados4,4,2.0,95.0,100.0,1.0,8754529
308565300,8670,384266,LaFlorida,JardinesdeLaViña,3,3.0,127.0,287.0,3.0,11809691
288279000,8100,359002,LaReina,FranciscodeVillagra,4,2.0,98.0,360.0,2.0,11809219
128000000,3597,159402,SanBernardo,Av.PortalesOriente,4,3.0,98.0,105.0,1.0,11808852
82000000,2304,102117,PadreHurtado,segundatransversalconlostordos,2,1.0,50.0,60.0,1.0,11808592
140000000,3934,174346,PuenteAlto,Av.Mexico/Av.Elperal,3,1.0,120.0,130.0,,11808506
72000000,2023,89664,LaGranja,Av.SanJosédeLaestrella/RaúlSilvaHenríquez,3,1.0,67.0,101.0,1.0,11808480
105204040,2956,131014,Macul,LuisGaldames,4,2.0,71.0,171.0,2.0,11808470
75130490,2111,93562,PuenteAlto,OscarCastroconMarcelaPaz,4,1.0,50.0,84.0,,11808158
85000000,2388,105853,LaPintana,paradero31santarosa,2,1.0,54.0,91.0,,11807811
201384357,5658,250790,Santiago,calleMaipú,8,2.0,132.0,184.0,,11807787
54000000,1517,67248,LaPintana,Paradero31SantaRosa,2,2.0,44.0,63.0,1.0,11807778
185000000,5198,230386,QuintaNormal,MariaRosas,3,1.0,94.0,357.0,,11807766
66000000,1854,82192,LaPintana,Paradero39,2,2.0,89.0,102.0,,11807754
69471680,1952,86515,ElBosque,CalleVerdi,3,1.0,56.0,114.0,2.0,8881034
550000000,15454,684932,QuintaNormal,Mapocho,4,2.0,475.0,475.0,,11807723
120000000,3372,149440,CerroNavia,Laestrella,3,2.0,150.0,180.0,2.0,11807636
54900000,1543,68369,Lampa,Villalosrobles,2,2.0,57.0,77.0,2.0,11807623
160000000,4496,199253,Lampa,Avloshalcones,4,3.0,99.0,273.0,2.0,11807599
516055000,14500,642659,Maipú,Lautaro,3,4.0,254.0,1100.0,3.0,11806848
451993000,12700,562880,LaFlorida,CaminoLasCumbres7200-7500,4,4.0,250.0,400.0,4.0,11806558
94000000,2641,117061,Recoleta,LasAcacias3675,4,1.0,110.0,154.0,,10258454
569404410,15999,709096,LasCondes,ElAlamein/PadreHurtado,3,1.0,100.0,392.0,,11135045
654500100,18390,815069,Santiago,MetroParqueO´Higgins,1,,1.0,613.0,,11134977
75000000,2107,93400,Maipú,Almte.Latorre2401,2,1.0,56.0,70.0,1.0,11800971
462670000,13000,576177,Providencia,ReyCristian/EliécerParada,4,2.0,147.0,310.0,2.0,10388274
259807000,7300,323545,Quilicura,ValleLoCampino,3,3.0,177.0,216.0,1.0,11793021
113888000,3200,141828,LaFlorida,CondominioVistaCumbres,3,3.0,181.0,533.0,4.0,9327725
391134100,10990,487091,Pudahuel,ElRodeo1674,3,4.0,243.0,643.0,2.0,7005552
708241000,19900,881994,Paine,condominioterranovapaine,8,8.0,562.0,5000.0,12.0,10615207
393127140,11046,489573,Maipú,Elcarmen,3,2.0,119.0,600.0,7.0,11788951
410000000,11520,510585,LaCisterna,goycolea724,5,2.0,245.0,245.0,6.0,10962680
250000000,7024,311333,Recoleta,doctorostornol385,3,1.0,100.0,500.0,8.0,10678678
489362500,13750,609418,LasCondes,MálagaentreColónyVaticano,3,3.0,144.0,200.0,2.0,9455690
152000000,4271,189290,Maipú,IngenieroPedroGallo,3,2.0,75.0,124.0,1.0,11773655
5427000,152,6758,SanBernardo,sanleonponiente4702,2,1.0,63.0,63.0,1.0,10962936
80000000,2248,99626,ElMonte,Sgto.Candelaria308,5,1.0,190.0,154.0,1.0,11784034
505378000,14200,629362,SanBernardo,goycolea724,5,3.0,4500.0,4500.0,15.0,10962888
71713850,2015,89307,SanBernardo,BíoBío2823,2,1.0,80.0,81.0,3.0,10960253
115000000,3231,143213,SanBernardo,Maitencillo,4,2.0,84.0,208.0,2.0,8992818
508937000,14300,633795,Peñalolén,CaminoelMonteOriente4830,4,3.0,140.0,513.0,2.0,11135072
185000000,5198,230386,Ñuñoa,Calle8,3,2.0,85.0,171.0,1.0,11352518
78000000,2192,97136,PuenteAlto,BomberoMarioClaveroRamírez,4,2.0,86.0,80.0,1.0,9909938
60000000,1686,74720,LaFlorida,Botalón,3,2.0,,69.0,,11774391
80000000,2248,99626,Peñaflor,AvenidaCaupolicán/villaSanRafael,3,2.0,71.0,75.0,1.0,7146945
90000000,2529,112080,Peñaflor,Av.Rosales/Manila/Peñaflor,3,2.0,83.0,88.0,1.0,9179042
297176500,8350,370083,LasCondes,Fleming/IVCentenario,4,2.0,100.0,218.0,2.0,8385686
133818400,3760,166648,LaFlorida,PasajeCarolina,5,3.0,146.0,182.0,1.0,11418957
745432550,20945,928310,LasCondes,CentroCulturaldeLasCondes,8,6.0,267.0,400.0,4.0,11772191
121006000,3400,150692,Quilicura,ParqueCentral,4,2.0,80.0,150.0,1.0,11771619
327285640,9196,407579,LaReina,CercadeBlestGana,3,3.0,137.0,293.0,2.0,11771489
516055000,14500,642659,Vitacura,LasHualtatas,4,3.0,140.0,297.0,2.0,11771402
419962000,11800,522991,LaFlorida,Altomacul,5,4.0,230.0,400.0,2.0,11771076
270484000,7600,336842,LaFlorida,Laflorida,4,4.0,135.0,185.0,2.0,11771038
180000000,5058,224159,Renca,Renca,3,1.0,100.0,450.0,,11771012
51605500,1450,64266,Huechuraba,Apasosdeciudadempresarial,5,1.0,130.0,180.0,,11770658
83636500,2350,104155,Peñalolén,EntremetroestacionGreciayLosPresidentes,1,2.0,140.0,162.0,,11770629
532070500,14950,662603,Talagante,CondominiocaminoCarampangue,4,5.0,300.0,5000.0,3.0,11769993
775862000,21800,966204,Colina,Lagunadechicureo,5,5.0,269.0,4485.0,5.0,11769972
526732000,14800,655955,Colina,PiedraRoja,4,3.0,200.0,680.0,2.0,11769881
516055000,14500,642659,Colina,CercanoaLagunaPiedraRoja,3,4.0,140.0,426.0,6.0,11769850
200000000,5620,249066,PuenteAlto,Elmacizo,4,3.0,139.0,214.0,1.0,11768905
85000000,2388,105853,LaFlorida,Casade1PisoenVillaLaFlorida,3,1.0,78.0,122.0,,11768485
65000000,1826,80946,PuenteAlto,PuenteAlto,4,1.0,54.0,92.0,1.0,11767830
480109100,13490,597894,LaReina,4D3Bmasservicios.220construidosen320deterreno,4,3.0,220.0,320.0,3.0,11767468
245571000,6900,305817,LasCondes,Remodelar.3D2Bsalaestar124en270deterrenoColonPaulHarris,3,2.0,124.0,270.0,2.0,11767388
387931000,10900,483102,LasCondes,6privados3baños122metrosen222deterreno.MartindeZamora,4,3.0,125.0,222.0,1.0,11767317
280000000,7867,348692,Ñuñoa,EduardoCastilloVelasco,4,2.0,180.0,215.0,4.0,11766500
772303000,21700,961772,LoBarnechea,Elhuinganalconcaminodelsereno,5,4.0,283.0,703.0,1.0,11765714
327428000,9200,407756,Vitacura,Apolo21700,3,1.0,69.0,200.0,2.0,11764782
551645000,15500,686980,Ñuñoa,Bremen,5,2.0,200.0,400.0,,11763951
234894000,6600,292521,Ñuñoa,montenegro80,3,2.0,139.0,139.0,1.0,11763930
365000000,10256,454545,QuintaNormal,franciscojavier540,4,2.0,423.0,423.0,2.0,11763898
126522450,3555,157562,Colina,ElRodeo1059,3,2.0,79.0,143.0,,11763112
615707000,17300,766758,Vitacura,HualtatasTabancura,5,3.0,168.0,368.0,2.0,11762993
129000000,3625,160648,Maipú,Nuevasanmartin/tresponiente,2,1.0,144.0,54.0,,7902303
551645000,15500,686980,LasCondes,Asturias/renatosanchez,4,3.0,159.0,319.0,,11762024
266925000,7500,332410,Colina,AyresdeChicureo,4,3.0,109.0,400.0,2.0,11761969
90000000,2529,112080,LaPintana,Casa1nivelpasajelosabetoslapintana,3,2.0,80.0,103.0,,11761708
238453000,6700,296953,Pudahuel,PudahuelCiudaddeLosValles,4,3.0,103.0,204.0,2.0,11759496
704682000,19800,877562,LasCondes,Irlanda/Chesterton/Bocaccio,4,4.0,220.0,493.0,,11759392
490430200,13780,610747,Vitacura,ManuelaCañas2299,4,4.0,161.0,193.0,,11759309
205176350,5765,255512,LaFlorida,SanVenancio/Oriente,3,2.0,155.0,144.0,2.0,11759270
139512800,3920,173739,PuenteAlto,CondominioelChañar,3,2.0,67.0,144.0,1.0,11758708
373339100,10490,464930,Peñalolén,LaFragua,4,3.0,140.0,277.0,2.0,11758679
526732000,14800,655955,LaReina,PríncipedeGalesIOssandón,4,4.0,156.0,300.0,2.0,11757784
221547750,6225,275900,PuenteAlto,CimaEscarpada/ElRoquedal,3,,104.0,189.0,,11757619
155000001,4355,193026,LaFlorida,2cuadrasawalkermartinez,3,2.0,76.0,172.0,2.0,11757452
132000000,3709,164384,Cerrillos,LosDamascos&Obpo.JavierVásquezValencia,3,3.0,76.0,124.0,3.0,11756816
190000000,5339,236613,Cerrillos,AvenidaAeropuerto&AeródromoGeneralRamónFreire,3,3.0,85.0,147.0,2.0,11756736
110000000,3091,136986,PuenteAlto,LuisHidalgo,3,1.0,80.0,80.0,3.0,11756335
384372000,10800,478670,SanBernardo,Freire,6,3.0,923.0,923.0,,11756297
460178700,12930,573074,LasCondes,FelixdeAmesticonNeveria,3,3.0,123.0,180.0,4.0,11756146
765185000,21500,952908,Ñuñoa,GarciaMoreno1000-1500,6,4.0,361.0,668.0,4.0,11756101
556983500,15650,693628,LasCondes,YelchoconLosDominicos,5,3.0,199.0,354.0,4.0,11756083
142324410,3999,177241,Quilicura,VillaMillauquen,3,3.0,104.0,125.0,1.0,11755927
128124000,3600,159557,Maipú,Grecia/LosCorceles,4,2.0,85.0,300.0,,11755716
45000000,1264,56040,LaPintana,ElLingue/PlazadeArmas,4,1.0,80.0,97.0,,11755693
160155000,4500,199446,PedroAguirreCerda,Av.LoOvalle/Av.CardenalRaúlSilvaHenrique,3,2.0,110.0,270.0,2.0,11755671
55000000,1545,68493,Colina,Tegualda/Av.NuevaColina,3,1.0,54.0,85.0,,11755663
46000000,1292,57285,Colina,Gral.JoséJoaquínPrietoVial/CapitanAntonioMillan,3,1.0,64.0,90.0,,11755656
158000000,4439,196762,PuenteAlto,CanaldelaLuzMapulemu,3,2.0,70.0,142.0,1.0,11755646
832806000,23400,1037118,LasCondes,LuisZegers,5,3.0,234.0,476.0,5.0,10734132
779421000,21900,970636,LoBarnechea,CaminodelCajón/CaminoHuallalolén,3,3.0,270.0,5000.0,8.0,11038964
1204721500,33850,1500276,LoBarnechea,ManquehueOriente-LaDehesa,7,7.0,520.0,820.0,7.0,6180755
230000000,6462,286426,EstaciónCentral,TenienteBello,6,4.0,180.0,200.0,,11737733
220000000,6182,273973,LasCondes,AvenidaPadreHurtadoSur/PaulHarris,3,1.0,102.0,246.0,1.0,8127429
704682000,19800,877562,LasCondes,Carlospeñaotaegui,4,3.0,300.0,900.0,2.0,11553002
886191000,24900,1103600,LoBarnechea,ManquehueOriente/Av.JoseAlcaldeDelano,6,5.0,420.0,770.0,5.0,6785222
921781000,25900,1147922,LoBarnechea,ElTranque/LosCastaños,4,4.0,235.0,440.0,3.0,6097310
288279000,8100,359002,LaReina,PaulaJaraquemada,4,2.0,98.0,360.0,2.0,11750038
220000000,6182,273973,LaFlorida,MetroRojasmagallanes,3,2.0,190.0,250.0,,11453984
281161000,7900,350138,Huechuraba,SantaRosadeHuechuraba,6,3.0,140.0,300.0,2.0,11749500
444875000,12500,554016,LaReina,LaQuintrala,5,3.0,133.0,240.0,1.0,8953144
95000000,2669,118306,Peñalolén,Grecia-LasParcelas/RioClaro,4,2.0,95.0,120.0,1.0,9334178
160000000,4496,199253,SanBernardo,MauricioRavel1636,5,3.0,70.0,120.0,1.0,9558281
160155000,4500,199446,Quilicura,ValleLoCampino,3,2.0,70.0,128.0,1.0,11741837
371915500,10450,463158,Peñalolén,AvenidaConsistorial,3,3.0,135.0,342.0,2.0,7905374
99000000,2782,123288,Maipú,cuidadsatelite,2,1.0,47.0,128.0,3.0,9433890
270484000,7600,336842,LaFlorida,Altomacul,3,3.0,113.0,258.0,2.0,10721179
65000000,1826,80946,Maipú,Pje.Dr.JoseGarciaTello,3,2.0,68.0,162.0,2.0,6292169
911104000,25600,1134625,LoBarnechea,Ladehesa,5,5.0,340.0,1000.0,3.0,6097439
472991100,13290,589030,Providencia,MetroBilbao/Pocuro,4,3.0,137.0,327.0,3.0,7069692
165000000,4636,205479,PuenteAlto,CiudaddelSol,3,3.0,132.0,169.0,3.0,11738630
105239630,2957,131058,Curacaví,BosquedeLasAchiras,1,1.0,92.0,5138.0,5.0,11571412
129000000,3625,160648,Maipú,VolcánNavidad,3,2.0,82.0,108.0,1.0,8631944
78000000,2192,97136,Maipú,BatalladeRancagua,2,1.0,47.0,86.0,1.0,9379502
85000000,2388,105853,Maipú,Av.Portales1672,2,1.0,55.0,121.0,2.0,9196446
120000000,3372,149440,SanBernardo,ArturoPachecoAltamirano11717,4,2.0,99.0,147.0,1.0,9196344
200000000,5620,249066,Pudahuel,FedericoErrázuriz&AvenidaSanPablo,6,2.0,168.0,290.0,2.0,9196244
156596000,4400,195014,Lampa,Lasbrisas,4,3.0,120.0,180.0,2.0,8891381
125000000,3512,155666,Maipú,Av.AlfredoSilvaCarvallo3100,3,3.0,66.0,141.0,2.0,9012573
498260000,14000,620498,Peñalolén,CaminolaLoma,4,4.0,140.0,500.0,3.0,8212317
341664000,9600,425484,LasCondes,Tomásmoro,4,2.0,86.0,193.0,2.0,7005605
110000000,3091,136986,Maipú,PtoNatales,3,3.0,70.0,100.0,1.0,7264046
132000000,3709,164384,Maipú,SantaBerta,7,3.0,132.0,142.0,1.0,7933207
98000000,2754,122042,LoPrado,DoctorDiegoAracena,3,1.0,102.0,162.0,2.0,8053032
1067700000,30000,1329639,LoBarnechea,CerroLaPaloma11000,5,4.0,301.0,1102.0,4.0,6661689
135000000,3793,168120,PadreHurtado,FernandoMuñozRojas,3,2.0,90.0,140.0,1.0,10004875
480465000,13500,598337,SanMiguel,ÁlvarezdeToledo900,6,5.0,237.0,594.0,2.0,9677990
68000000,1911,84682,Buin,VillaGabriela,3,1.0,,,1.0,11012602
704682000,19800,877562,Peñalolén,Laspircas,5,6.0,300.0,880.0,4.0,9222359
1067700000,30000,1329639,Ñuñoa,CampodeDeportes/GeneralMiranda,4,3.0,352.0,734.0,9.0,6891686
886191000,24900,1103600,LoBarnechea,LosRefugiosdelArrayán,5,,380.0,908.0,4.0,6702919
782980000,22000,975068,Providencia,MetroFranciscoBilbao/Amapolas,9,6.0,422.0,480.0,,6096061
124565000,3500,155125,Lampa,Av.LaHacienda3008,3,2.0,75.0,200.0,2.0,11729133
352341000,9900,438781,Providencia,Condell/FranciscoBilbao,5,3.0,222.0,264.0,,9792430
91000000,2557,113325,Maipú,Elcielo,3,1.0,55.0,100.0,1.0,11305815
168340700,4730,209640,Maipú,CalleThiare,3,3.0,100.0,110.0,2.0,8662812
195000000,5479,242839,SanBernardo,Pje.Castilla638,5,2.0,148.0,306.0,1.0,8547157
444875000,12500,554016,Providencia,Alferezreal/josemiguelinfante,3,2.0,130.0,264.0,2.0,8065064
336325500,9450,418836,LaFlorida,AltoMacul/CondominioPuertaVerde,3,3.0,110.0,380.0,4.0,11722967
125000000,3512,155666,SanJoaquín,ParqueLaCastrina/SanJoaquin,3,1.0,92.0,252.0,2.0,11722934
55000000,1545,68493,Providencia,BarrioItalia/Infante,1,1.0,55.0,59.0,,11722804
100000000,2810,124533,CerroNavia,YC56777Caupolicán/LasHualtatas,5,1.0,102.0,160.0,1.0,6493850
175800000,4940,218929,Peñaflor,Victorsotoespinoza1225villajardinesn°2,4,3.0,110.0,165.0,2.0,11721300
49500000,1391,61644,Lampa,Villaisabelriquelme,2,1.0,46.0,70.0,,11720440
120000000,3372,149440,Lampa,Condominiosantacatalina,3,2.0,94.0,120.0,,11720414
110000000,3091,136986,PuenteAlto,SeVendeCasacercaAvda.SanCarlosyCardenalOviedoenPuenteAlto,3,2.0,,,1.0,11720350
542747500,15250,675900,Colina,PiedraRoja,3,3.0,150.0,518.0,,11719654
1459190000,41000,1817173,Independencia,AvenidaVivaceta,1,2.0,948.0,1148.0,,8057325
88600000,2489,110336,SanBernardo,LossuspirosLoscanelos,3,2.0,90.0,160.0,1.0,8544369
80000000,2248,99626,CerroNavia,Resbalónag-61108/huele,2,1.0,70.0,162.0,1.0,9624783
128000000,3597,159402,Maipú,Parqueelrosal,4,2.0,94.0,131.0,,11356995
92534000,2600,115235,EstaciónCentral,Metrolasrejas,3,2.0,60.0,120.0,,11715887
90000000,2529,112080,Peñalolén,JacarandaconAvLasParcelas,3,1.0,62.0,121.0,3.0,11715531
227776000,6400,283656,Lampa,AvdaLaMontaña/Galilea,4,3.0,120.0,210.0,2.0,10383330
170832000,4800,212742,PuenteAlto,Jardinesdevizcachas,3,3.0,94.0,180.0,2.0,11713738
176170500,4950,219390,PuenteAlto,Jardinesdevizcachas,3,3.0,94.0,154.0,2.0,11713714
176170500,4950,219390,PuenteAlto,Jardinesdevizcachas,3,3.0,94.0,200.0,2.0,11713691
144900000,4071,180448,PuenteAlto,Jardinesdevizcachas,4,3.0,72.0,120.0,1.0,11713682
140000000,3934,174346,LaFlorida,Volcanlonquimay,5,3.0,81.0,162.0,1.0,11713647
190000000,5339,236613,Maipú,Casacondominiodonpedro-maipú(seaceptanofertas),4,4.0,130.0,200.0,,11713603
125000000,3512,155666,QuintaNormal,Santaadrianaconsamuelizquierdo.,3,1.0,76.0,204.0,2.0,8131841
105844660,2974,131812,SanBernardo,CaminoElMariscal,4,2.0,122.0,104.0,3.0,11713098
175000000,4917,217933,EstaciónCentral,avenidalasrejascasiesquinaisaacThompson,4,3.0,78.0,192.0,3.0,11712319
291838000,8200,363435,LaCisterna,Colon,4,1.0,235.0,787.0,,10690981
427080000,12000,531856,LasCondes,Zanzibaroriente,3,1.0,85.0,285.0,2.0,10690859
462670000,13000,576177,Colina,CondominioSanJoaquín,3,2.0,5000.0,5000.0,,9139016
88975000,2500,110803,LaFlorida,Rupanco,1,1.0,42.0,42.0,,11357618
135000000,3793,168120,LaFlorida,SanJosédelaEstrella/SanPedro,4,1.0,92.0,136.0,,10703250
60000000,1686,74720,SanBernardo,CercanoaHospitalelPino,3,2.0,60.0,100.0,2.0,11711080
120000000,3372,149440,Maipú,Caminoacerrillos,4,2.0,90.0,200.0,,11711056
250000000,7024,311333,EstaciónCentral,A2cuadrasdealameday1cuadradegeneralvelasquez,5,2.0,120.0,300.0,,11711027
105000000,2950,130760,Maipú,VillalosHeroes,4,2.0,128.0,70.0,,11711012
110000000,3091,136986,Cerrillos,EntreaméricovespucioyEsquinablanca,5,3.0,110.0,225.0,3.0,11710985
110000000,3091,136986,Pudahuel,Cercanoaruta68,4,2.0,72.0,75.0,1.0,11710973
150000000,4215,186800,Pudahuel,aunpardecuadrasdesanPabloycallelaestrella,7,4.0,240.0,310.0,,11710940
130000000,3653,161893,Santiago,Avenidamattaentresanfranciscoysantarosa,3,1.0,200.0,210.0,,11710866
